GeneID,GeneName
394,RHG05
55739,NNRD
10055,SAE1
23786,B2L13
58478,ENOPH
56993,TOM22
54977,S2538
7260,EIPR1
738,VPS51
51181,DCXR
51768,TM7S3
54948,RM16
54529,ASND1
51292,GMPR2
22822,PHLA1
55108,BSDC1
7570,ZNF22
79144,PPDPF
59286,UBL5
79902,NUP85
51231,VRK3
10455,ECI2
79567,RIPR1
51068,NMD3
55101,DMAC2
51203,NUSAP
55119,PR38B
5763,PTMS
23412,COMD3
28998,RM13
57130,AT131
30827,CXXC1
79650,USB1
79894,ZN672
29099,COMD9
51647,CIA2B
8086,AAAS
54976,ADSSP
7342,UBIP1
51510,CHMP5
25980,AAR2
55717,WDR11
55858,TM165
55852,TEX2
51071,DEOC
55173,RT10
56949,SYF1
23670,CEIP2
100652748,TI23B
54884,RETST
60491,NIF3L
63893,UBE2O
80152,CENPT
55893,ZN395
79792,GSDMD
26060,DP13A
4702,NDUA8
56997,COQ8A
51015,ISOC1
79139,DERL1
80212,CCD92
57111,RAB25
54187,SIAS
51026,GOT1B
55074,OXR1
29880,ALG5
79443,FYCO1
51282,SCND1
50861,STMN3
55197,RPR1A
79672,KT3K
7376,NR1H2
51329,AR6P4
55198,DP13B
60314,MYG1
51177,PKHO1
10101,NUBP2
80351,TNKS2
57645,POGK
55035,NOL8
79594,MUL1
64429,ZDHC6
64319,FBRS
57496,MRTFB
79016,DDA1
79048,SEBP2
23413,NCS1
64786,TBC15
79590,RM24
54663,WDR74
55741,EDEM2
51188,S18L2
56898,DHRS6
60492,CC90B
28956,LTOR2
80013,MINY3
79447,PAGR1
8925,HERC1
10460,TACC3
26520,TIM9
55288,MIRO1
9342,SNP29
51117,COQ4
11108,PRDM4
80145,THOC7
5202,PFD2
29093,RM22
79717,PPCS
55758,RCOR3
55253,TYW1
55213,RCBT1
51693,TPC2L
79174,CREL2
51013,EXOS1
64780,MICA1
23589,CHSP1
55168,RT18A
10600,UBP16
25796,6PGL
11267,SNF8
94081,SFXN1
55234,SMU1
64431,ARP6
23528,ZN281
26519,TIM10
26276,VP33B
55652,HRG1
79089,TMUB2
63894,SPE39
54585,LZTL1
56922,MCCA
7268,TTC4
79087,ALG12
56942,COXM2
55325,UFSP2
50485,SMAL1
55161,TMM33
53918,PELO
54442,KCTD5
56943,ENY2
55343,FUCT1
8462,KLF11
55900,ZN302
246243,RNH1
51337,THEM6
79726,WDR59
55802,DCP1A
55163,PNPO
55319,TMA16
79960,JADE1
51306,FA13B
55032,S35A5
29110,TBK1
55201,MAP1S
64077,LHPP
1877,E4F1
55662,HIF1N
54963,UCKL1
54985,HPIP
55165,CEP55
79947,DHDDS
51115,RMD1
55268,ECHD2
65094,JMJD4
55219,MACOI
55159,RFWD3
114971,PTPM1
29995,LMCD1
11266,DUS12
54165,DCNL1
79600,TECT1
79954,NOL10
55127,HEAT1
55847,CISD1
23592,MAN1
64216,TFB2M
55153,SDA1
318,AP4A
10078,TSSC4
55254,TM39A
57117,INT12
79023,NUP37
55332,DRAM1
51019,WASC3
23612,PHLA3
11253,MA1B1
65998,ZFTA
9419,CRIPT
54969,HPF1
79693,YRDC
54883,CWC25
51195,RPGFL
93973,ARP8
55014,STX17
57826,RAP2C
93974,ATIF1
10533,ATG7
10763,NEST
51160,VPS28
23753,SDF2L
23555,TSN15
9451,E2AK3
51110,LACB2
29107,NXT1
55622,TTC27
8436,CAVN2
78994,PRR14
55813,UTP6
25821,MTO1
56034,PDGFC
28984,RGCC
55238,S38A7
29097,CNIH4
54929,T161A
55080,TPSNR
10640,EXOC5
80024,NCLX
55294,FBXW7
10112,KI20A
51092,SIDT2
57122,NU107
57763,ANRA2
55116,TM39B
80346,REEP4
79677,SMC6
29028,ATAD2
25896,INT7
55280,C19L1
79768,KTBL1
79644,SR5A3
10451,VAV3
56904,SHLB2
2275,FHL3
26512,INT6
56967,CN132
54793,KCTD9
2217,FCGRN
408,ARRB1
729238,SFPA2
55191,NADE
29940,DSE
131601,TPRA1
80150,ASGL1
7145,TENS1
51728,RPC10
79682,CENPU
81831,NETO2
64318,NOC3L
63906,GPTC3
4851,NOTC1
79058,ASPC1
8089,YETS4
51291,GMIP
55501,CHSTC
54020,G6PT2
29080,TAP26
54925,ZSC32
79176,FXL15
79609,MT21D
79091,MET22
27344,PCS1N
55049,REX1B
11284,PNKP
10620,ARI3B
51025,TIM16
29062,WDR91
50509,CO5A3
51279,C1RL
29988,SL2A8
55848,PLRKT
1906,EDN1
79675,FAKD1
55765,INAVA
55500,EKI1
59338,PKHA1
64417,TM267
51388,NIP7
80321,CEP70
79585,CORO7
55790,CGAT1
79803,HPS6
55048,VP37C
55093,NTAQ1
8270,LAGE3
54851,ANR49
9274,BCL7C
752014,CEMP1
57419,NCKX3
64768,IPPK
100137049,PA24B
79086,SMIM7
55616,ASAP3
50862,RN141
51303,FKB11
51691,LSM8
29914,UBIA1
57161,PELI2
54981,NRK1
55872,TOPK
11033,ADAP1
79875,THSD4
55333,SYJ2B
11275,KLHL2
80155,NAA15
57823,SLAF7
54811,ZN562
55299,BRX1
29928,TIM22
63943,FKBPL
55100,WDR70
10891,PRGC1
63826,SRR
51762,RAB8B
30833,NT5C
54958,TM160
56945,RT22
55273,TM100
65979,PHAR4
54961,SSH3
80254,CEP63
79683,ZDH14
55112,DC2I1
79034,INT15
51228,GLTP
8812,CCNK
51393,TRPV2
79663,HBAP1
64783,RBM15
27345,KCMB4
55166,CENPQ
79959,CEP76
65986,ZBT10
54762,ASTRC
79652,TM204
49856,WRP73
10068,I18BP
81839,VANG1
64859,SOSB2
55664,CD37L
55008,HERC6
55295,KLH26
55803,ADAP2
80162,PGGHG
54795,TRPM4
79132,DHX58
54344,DPM3
79899,PRR5L
9489,PGPS1
64132,XYLT2
79078,CA050
79753,SNIP1
83715,ESPN
10148,IL27B
25830,ST4A1
192669,AGO3
56834,G137A
80169,CTC1
29998,BICRA
51006,S35C2
55286,CD019
55703,RPC2
106821730,PAK6
404093,CUED1
5716,PSD10
53947,A4GAT
78999,LRFN4
25788,FSBP
65124,SWAHC
23529,CLCF1
79630,CA054
9245,GCNT3
9627,SNCAP
79980,DSN1
55244,S47A1
79697,RIOX1
9022,CLIC3
30811,HUNK
54923,LIME1
65987,KCD14
79680,BOP
3773,KCJ16
79156,PKHF1
54345,SOX18
84342,COG8
5866,R3GEF
79838,TMC5
51365,PLA1A
79648,MCPH1
51296,S15A3
7574,ZNF26
63895,PIEZ2
79611,ACSS3
79823,CMKMT
51135,IRAK4
64393,ZMAT3
51555,PEX5R
9200,HACD1
51274,KLF3
64901,RBP17
79873,NUD18
51440,HPCL4
80146,UXS1
54809,SAMD9
56895,PLCD
163486,DEN1B
51087,YBOX2
65990,ANKMT
55775,TYDP1
55668,GPT2L
9840,TESP1
9499,MYOTI
79865,TRML2
10734,STAG3
51267,CLC1A
11211,FZD10
79673,ZN329
80776,B9D2
594855,CPLX3
100506581,CP095
1894,ECT2
29992,PILRA
79814,GDAH
11254,S6A14
79896,THNS1
56935,SMCO4
80124,VCIP1
79037,PVRIG
55796,MBNL3
79690,G3ST4
79727,LN28A
79744,ZN419
56978,PRDM8
54622,ARL15
26298,EHF
7561,ZNF14
55192,DJC17
26502,NARF
51479,ANFY1
51621,KLF13
53346,TM6S1
54551,MAGL2
55096,EBLN2
10817,FRS3
5169,ENPP3
117247,MOT10
64208,POPD3
79038,ZFY21
29953,TRHDE
9050,PPIP2
55795,PCID2
57192,MCLN1
55321,TM74B
55034,MOCOS
51377,UCHL5
55857,KIZ
54810,GIPC2
79642,ARSJ
100288413,MER34
55182,RN220
54518,AB1IP
64708,CSN7B
79834,PEAK1
23630,KCNE5
79905,TMC7
55911,APOBR
10716,TBR1
59269,ZEP3
10913,EDAR
26277,TINF2
9573,GDF3
58985,I22R1
26228,STAP1
64127,NOD2
29802,VPRE3
55200,PKHG6
56172,ANKH
55336,FBXL8
51478,DHB7
54866,PP14D
49860,CRNN
11182,GTR6
79750,Z385D
27033,ZBT32
54959,ODAM
29916,SNX11
79632,F184A
57089,ENTP7
65980,BRD9
11133,KPTN
728489,DNLZ
80067,DCA17
80224,NUBPL
64180,DPEP3
80323,CCD68
79085,SCMC3
57338,JPH3
64853,AIDA
54542,RC3H2
90522,YIF1B
7762,ZN215
55002,TMCO3
55762,ZN701
57118,KCC1D
23553,HYAL4
79990,PKHH3
55296,TBC19
54796,BNC2
79785,RERGL
55693,KDM4D
79802,HIPL2
54893,MTMRA
56999,ATS9
54855,TET5C
25790,CFA45
54112,GPR88
58157,NGB
80000,GRB1L
441024,MTD2L
64772,ENASE
55193,PB1
63916,ELMO2
64100,ESPB1
51314,TXND3
27436,EMAL4
79895,AT8B4
53347,UBS3A
79908,BTNL8
26279,PA2GD
55908,ANGL8
29124,PP13
79230,ZN557
10164,CHST4
80117,ARL14
51272,BET1L
29058,TM230
10936,GPR75
54828,BCAS3
57817,HEPC
1761,DMRT1
54752,FNDC8
6561,S13A1
3982,LMIP
54830,N62CL
80258,EFHC2
550,AUP1
55237,VRTN
10343,PKDRE
100861412,FSBP
55690,PACS1
10077,TSN32
2019,HME1
56729,RETN
56981,PRD11
80164,PRR36
55036,CCD40
55784,MCTP2
56985,ADPRM
51497,NELFD
54843,SYTL2
79747,ADGB
55205,ZN532
54544,CRCT1
79782,LRC31
51156,ZPI
54549,SDK2
170680,PS1C2
64446,DNAI2
105,RED2
340351,CBPC3
6553,SL9A5
26508,HEYL
11141,IRPL1
25862,UBP49
51088,KLHL5
51154,MRT4
414918,DEN6B
60482,SC5A7
80157,PG2IP
55707,NECP2
57337,SENP7
26505,CNNM3
29035,HAPR1
51720,UIMC1
51084,CRYL1
54538,ROBO4
64184,EP3B
63920,F200C
10501,SEM6B
55072,RNF31
9247,GCM2
23415,KCNH4
57559,STALP
8708,B3GT1
50939,IMPG2
51311,TLR8
54860,M4A12
55289,ACOXL
29991,OBP2A
51079,NDUAD
56936,CC177
56934,CAH10
152992,TRM44
80144,FRAS1
57523,NYNRI
57728,WDR19
29944,PNMA3
79024,SMIM2
55755,CK5P2
55766,H2AJ
57730,AN36B
55471,NDUF7
476,AT1A1
55683,KANL3
79363,CPLN2
81873,ARP5L
730755,KRA24
81870,KRA99
81858,SHRPN
81851,KRA11
81849,SIA7E
81796,SO5A1
81790,RN170
81789,TIGD6
81693,AMNLS
81491,GPR63
81622,UN93B
81618,ITM2C
81609,SNX27
81603,TRIM8
56165,TDRD1
81034,S2532
56259,CTBL1
83478,RHG24
56156,TX13B
83464,APH1B
8863,PER3
29083,GTPB8
27343,DPOLL
54676,GTPB2
63891,RN123
339175,MET2A
9966,TNF15
55607,NEB1
55140,ELP3
29113,CF015
55779,CFA44
27039,PK2L2
29924,EPN1
642612,TR49C
80199,FUZZY
29919,RMC1
79157,MFS11
79684,MSD2
56914,OTOR
56911,M3KCL
54758,KLDC4
55681,SCYL2
79877,DCAKD
55006,TR61B
23762,OSBP2
66035,GTR11
81501,DCSTP
3218,HXB8
51237,MZB1
6041,RN5A
50619,DEFI6
7007,TECTA
23742,NPAP1
80737,VWA7
28999,KLF15
84991,SPF45
58158,NDF4
10017,B2L10
50834,TA2R1
56659,KCNKD
1493,CTLA4
2895,GRID2
4759,NEUR2
4543,MTR1A
100131827,ZN717
10316,NMUR1
7350,UCP1
2866,GPR42
4995,OR3A2
50832,TA2R4
50838,T2R13
4992,OR1F1
57191,VN1R1
64600,PA2GF
53637,S1PR5
10025,MED16
81894,MFRN2
81892,SLIRP
64960,RT15
10741,RBBP9
83468,GL8D2
81533,TIP
81853,TM14B
10766,TOB2
8562,DENR
51451,LCMT1
6468,FBXW4
58528,RRAGD
83483,PLVAP
79365,BHE41
83638,CK068
80895,ILKAP
79003,MIS12
51063,CAHM2
92815,H2A3
1875,E2F5
55009,F174C
54478,PIMRE
9409,PEX16
9501,RPH3L
55863,T126B
102288414,CK098
55769,ZNF83
64981,RM34
10746,M3K2
64979,RM36
79720,VP37B
124583,CANT1
57599,WDR48
57148,RLGPB
8266,UBL4A
254102,EH1L1
90864,SPSB3
89941,MIRO2
26119,ARH
80233,FP100
80305,TRABD
9367,RAB9A
57610,RBP10
93210,PGAP3
54455,FBX42
54934,KANL2
84861,KLH22
100129361,SIML1
84619,ZGPAT
93643,TJAP1
23232,TBC12
54531,MIER2
203197,TM268
57535,ELAP1
100289678,ZN783
58986,PGAP6
253980,BACD1
84851,TRI52
1296,CO8A2
85352,SHSL1
83451,ABHDB
64975,RM41
90362,F110B
100293516,Z587B
25926,NOL11
729092,AGAP5
84034,EMIL2
399664,MEX3D
284325,ACTMP
373863,DND1
2967,TF2H3
23627,PRND
347902,AMGO2
26084,ARHGQ
730051,ZN814
100287226,ZN729
64743,WDR13
57576,KIF17
50804,MYEF2
11000,S27A3
342538,NACA2
55379,LRC59
7771,ZN112
26205,GMEB2
56893,UBQL4
221092,HNRL2
84928,TM209
57223,P4R3B
201895,SIM14
23446,CTL1
219899,TBCEL
389677,RB12B
6352,CCL5
163154,PRR22
54965,PIGX
256130,TM196
113277,T106A
123207,CO040
84839,RAX2
170575,GIMA1
29883,CNOT7
260429,PRS33
157777,MCMD2
140690,CTCFL
157506,RDH10
202309,GAPT
150350,ENTD1
160364,CL12A
653486,SG1C2
285126,DNJ5G
169966,TET5D
23527,ACAP2
5788,PTPRC
114294,LACTB
246269,AFG1L
91734,IDI2
151306,GPBAR
54933,RHBL2
84446,BRSK1
143187,VTI1A
221458,KIF6
117289,TAGAP
158866,ZDH15
135398,CF141
94160,MRP9
56990,C42S2
84941,HSH2D
94039,ZN101
8797,TR10A
127933,UHMK1
56099,PCDGJ
834,CASP1
142679,DUS19
6521,B3AT
151649,PP2D1
147700,KLC3
162515,MOT11
150696,PROM2
7099,TLR4
92291,CAN13
89790,SIG10
54495,TMX3
201516,ZSCA4
158809,MAGB6
219793,TBATA
158521,FMR1N
257397,TAB3
127670,TEDM1
2565,GBRG1
56666,PANX2
284418,GAR5B
246778,IL27A
245908,D105A
117532,TMC2
94122,SYTL5
84807,IKBD
146722,CLM1
100506736,SN12L
126326,GIPC3
85481,PSKH2
134860,TAAR9
200765,TIGD1
134553,CE024
85407,NKD1
11329,STK38
221074,S39AC
221656,KDM1B
245972,VA0D2
84984,CEP19
117157,SH21B
150864,F117B
147746,HIPK4
163051,ZN709
147664,ERVV1
153579,BTNL9
89782,LMLN
144715,RAD9B
148254,ZN555
154664,ABCAD
1441,CSF3R
200172,SLNL1
134187,PO5F2
163859,SDE2
199786,NIBA3
170689,ATS15
283463,MUC19
283847,TERB1
126638,RPTN
221223,EST5A
284339,TM145
117196,MRGX4
84905,ZN341
202243,CC125
286676,ILDR1
259285,T2R39
114757,CYGB
7069,THRSP
56655,DPOE4
10158,PDZ1I
161835,FSIP1
161176,SYNE3
5551,PERF
150290,DUS18
222487,AGRG3
196441,ZC3H1
143684,FA76B
84162,BLTP1
161003,STML3
112487,DTD2
57650,CIP2A
170082,TEANC
143686,SESN3
256302,NATD1
154075,SAMD3
160287,LDH6A
160857,CC122
90649,ZN486
148545,NBPF4
118460,EXOS6
131540,ZDH19
163050,ZN564
388,RHOB
128977,CV039
729991,BORC8
338382,RAB7B
63947,DMRTC
340419,RSPO2
80017,GLUCM
100288797,TM239
23019,CNOT1
10558,SPTC1
100533106,ZHX1R
169981,SPIN3
85464,SSH2
133874,CE058
51144,DHB12
89876,CFA91
341032,OCAT1
153222,CRERF
149466,CA210
64167,ERAP2
84868,HAVR2
89122,TRIM4
136306,SVOPL
9252,KS6A5
1794,DOCK2
55466,DNJA4
83548,COG3
113510,HELQ
5527,2A5G
11240,PADI2
128822,CST9
51699,VPS29
51107,APH1A
79893,GGNB2
9764,K0513
388558,ZN808
140738,CCGL
126014,OSCAR
118788,BCAP
118427,NOE3
1806,DPYD
57587,CFA97
8816,DCAF5
83658,DLRB1
10659,CELF2
1727,NB5R3
9939,RBM8A
153364,MBLC2
163882,CNST
5552,SRGN
399693,CC187
6867,TACC1
11252,PACN2
91133,LMBL4
4705,NDUAA
83692,C99L2
132625,ZFP42
54734,RB39A
199704,Z585A
113,ADCY7
83593,RASF5
90113,VW5B2
57501,CFA92
2207,FCERG
203286,ANKS6
151112,ZSWM2
91662,NAL12
121274,ZN641
3603,IL16
57569,RHG20
219623,TMM26
8019,BRD3
7401,CLRN1
9647,PPM1F
57654,UVSSA
6556,NRAM1
171482,FAM9A
599,B2CL2
115548,FCHO2
4302,AF17
401067,IQCF3
401466,RBIS
94137,RP1L1
51735,RPGF6
55252,ASXL2
2894,GRID1
57464,STRP2
89872,AQP10
23042,PDXD1
51535,PPHLN
256380,SCML4
150465,TTL
9507,ATS4
80824,DUS16
89846,FGD3
85318,BAGE3
221188,AGRG5
9516,LITAF
56776,FMN2
55337,SHFL
118429,ANTR2
84186,ZCHC7
56203,LMOD3
80119,PIF1
284161,GDPD1
113791,P3IP1
353514,LIRA5
283297,O10A4
340205,TRML1
84174,SLAP2
123920,CKLF3
57085,ATRAP
4069,LYSC
54331,GBG2
254240,BPIFC
3654,IRAK1
54464,XRN1
83716,CRLD2
397,GDIR2
57488,ESYT2
4670,HNRPM
6229,RS24
9861,PSMD6
11335,CBX3
90231,K2013
7431,VIME
1604,DAF
10627,ML12B
10476,ATP5H
7266,DNJC7
10556,RPP30
3842,TNPO1
4673,NP1L1
441869,ANR65
388531,R9BP
118611,CJ090
8635,RNT2
196446,MRFL
167153,GLD2
285877,P1L12
199990,FAP20
54765,TRI44
23406,COTL1
222234,F185A
339855,KY
388403,YPEL2
100128071,F229A
221178,SPT13
729993,SHSA9
653720,GOG8M
116412,ZN837
160428,AL1L2
100271715,ARG33
143903,LAYN
84765,ZN577
375616,KCP
647589,ANHX
54741,OBRG
149478,BTBDJ
133491,CE047
25831,HECD1
284346,ZN575
1915,EF1A1
200728,TMM17
114784,CSMD2
146378,FIMP
3958,LEG3
284071,MEIOC
84163,GTD2A
440854,CAN14
158376,SPAR
147670,SIM17
57666,FBSL
494470,ARK2C
5894,RAF1
4820,NKTR
145508,CE128
10161,LPAR6
280636,SELH
100127983,CH088
1982,IF4G2
6203,RS9
5336,PLCG2
11171,STRAP
84188,FACR1
222068,TMED4
51244,CC174
149297,FA78B
131583,FA43A
9551,ATPK
84629,TNC18
84243,ZDH18
10063,COX17
5230,PGK1
5175,PECA1
283948,NHLC4
80709,AKNA
647310,TEX22
643382,TM253
90416,CCD32
84690,SPT22
112770,GLMP
9665,MARF1
339324,ZN260
387923,SERP2
158293,F120S
25981,DYH1
8439,FAN
9555,H2AY
160,AP2A1
50999,TMED5
128611,ZN831
10390,CEPT1
120114,FAT3
387357,THMS1
124402,UBAD1
284759,SIRB2
100293534,CO4B
4712,NDUB6
96459,FNIP1
2534,FYN
339327,ZN546
7994,KAT6A
112724,RDH13
6310,ATX1
654254,ZN732
255798,SMCO1
57568,SI1L2
126364,LRC25
55819,GOLI
84893,FBH1
127495,LRC39
91351,DDX6L
400581,GRAPL
7697,ZN138
56994,CHPT1
80208,SPTCS
4050,TNFC
85463,ZC12C
92140,LYRIC
100289635,ZN605
25939,SAMH1
10006,ABI1
253635,GPT11
694,BTG1
158399,ZN483
2219,FCN1
51247,PAIP2
1729,DIAP1
115825,WDFY2
390790,ARL5C
55174,INT10
100302652,ASB3
56956,LHX9
1211,CLCA
9138,ARHG1
440503,PLIN5
83882,TSN10
6814,STXB3
401562,LCNL1
58493,SOSSC
342926,ZN677
7259,TSYL1
59342,RISC
113402,SFT2A
26092,TOIP1
112616,CKLF7
116447,TOP1M
26986,PABP1
283685,GG6L2
147646,CS084
84766,EFC4B
169841,ZN169
5226,6PGD
64770,CCD14
55737,VPS35
727832,GG6L6
402381,SOLH1
1102,RCBT2
8678,BECN1
643677,CC168
94120,SYTL3
170371,TM273
51639,SF3B6
389161,ANKUB
80219,CQ10B
6629,RU2B
317761,S6OS1
896,CCND3
7644,ZNF91
7871,SLMAP
7643,ZNF90
221806,VWDE
147660,ZN578
162998,OR7D2
84433,CAR11
57701,NCK5L
55748,CNDP2
196385,DYH10
1130,LYST
84270,CAR19
116449,CLNK
285311,PR23E
9798,IST1
112937,GLBL3
404636,DEN10
3043,HBB
347475,CC160
51643,LFG4
345611,IRGM
85379,K1671
94121,SYTL4
256158,HMCN2
57582,KCNT1
3295,DHB4
94097,SFXN5
728116,ZBT8B
128954,GAB4
387694,SH24B
256764,WDR72
219578,Z804B
283999,TM235
401124,DTHD1
100505876,CEBOS
140807,K2C72
539,ATPO
402778,IFM10
221710,SIM13
375607,NAT16
133308,SL9B2
55561,MRCKG
337878,KRA71
83852,SETB2
9797,TATD2
54918,CKLF6
10376,TBA1B
2212,FCG2A
9103,FCG2C
100287898,TTC34
10443,N42L2
254042,MAP12
10320,IKZF1
27154,BRPF3
100381270,ZBED6
9927,MFN2
23512,SUZ12
6992,PP1RB
6142,RL18A
122618,PLD4
441476,STPG3
4780,NF2L2
90338,ZN160
26494,OR8G1
5411,PININ
26339,OR5K1
5879,RAC1
972,HG2A
302,ANXA2
387763,CK096
5296,P85B
339977,LRC66
7844,RN103
23216,TBCD1
23307,FKB15
135112,NCOA7
100529261,FNTB
23054,NCOA6
646627,LYPD8
1524,CX3C1
3183,HNRPC
26207,PITC1
29125,CK021
81671,VMP1
162962,ZN836
55209,SETD5
220416,LRC63
153642,ARSK
152877,FA53A
23304,UBR2
283471,TMPSC
5547,PCP
400891,LR74B
752,FMNL1
149603,RN187
9709,HERP1
54790,TET2
389432,SAMD5
830,CAZA2
8496,LIPB1
79856,SNX22
64778,FND3B
54497,HTR5B
389812,LCN15
138307,LCN8
647309,GEMC1
728927,ZN736
5450,OBF1
114803,MYSM1
64145,RBNS5
136991,ASZ1
114804,RN157
23180,RFTN1
498,ATPA
55012,P2R3C
152586,MGT4D
7879,RAB7A
161357,MDGA2
4645,MYO5B
84503,ZN527
8653,DDX3Y
155061,ZN746
100129583,FA47E
51727,KCY
11143,KAT7
27013,CNPD1
1465,CSRP1
10397,NDRG1
6282,S10AB
5476,PPGB
2896,GRN
6500,SKP1
3303,HS71A
7791,ZYX
1508,CATB
6281,S10AA
527,VATL
3983,ABLM1
710,IC1
1843,DUS1
1639,DCTN1
5829,PAXI
8804,CREG1
5869,RAB5B
5621,PRIO
9341,VAMP3
9368,NHRF1
2319,FLOT2
1471,CYTC
10625,NS1BP
4947,OAZ2
9261,MAPK2
6827,SPT4H
7045,BGH3
381,ARF5
11188,NISCH
8720,MBTP1
6446,SGK1
929,CD14
6904,TBCD
51035,UBXN1
9019,MPZL1
3597,I13R1
6574,S20A1
5045,FURIN
4057,TRFL
6397,S14L1
3275,ANM2
1175,AP2S1
8780,RIOK3
10120,ACTY
8021,NU214
1387,CBP
9961,MVP
645,BLVRB
6535,SC6A8
10452,TOM40
6515,GTR3
11269,DD19B
23484,LERL1
2776,GNAQ
8743,TNF10
10140,TOB1
8349,H2B2E
2634,GBP2
54838,WBP1L
5265,A1AT
10928,RBP1
290,AMPN
133,ADML
6279,S10A8
4354,EM55
5836,PYGL
6590,SLPI
4814,NINJ1
51363,CHSTF
1436,CSF1R
2235,HEMH
9159,PCSK7
604,BCL6
8869,SIAT9
3566,IL4RA
8131,NPRL3
3720,JARD2
10559,S35A1
7707,ZN148
10019,SH2B3
1606,DGKA
51439,FA8A1
7133,TNR1B
4215,M3K3
6280,S10A9
4783,NFIL3
7739,ZN185
6817,ST1A1
5266,ELAF
5937,RBMS1
6503,SLAP1
25801,GRAN
9600,PITM1
8850,KAT2B
9922,IQEC1
1536,CY24B
4318,MMP9
11120,BT2A1
1052,CEBPD
1593,CP27A
2215,FCG3B
3039,HBA
1050,CEBPA
5920,PLAT4
4900,NEUG
2791,GBG11
7305,TYOBP
2309,FOXO3
2766,GMPR1
1318,COPT2
10981,RAB32
11010,GLIP1
4005,RBTN2
10287,RGS19
6286,S100P
2946,GSTM2
3048,HBG2
80301,PKHO2
6622,SYUA
26578,OSTF1
56905,CO039
2039,DEMA
5534,CANB1
9056,YLAT1
1462,CSPG2
8986,KS6A4
3087,HHEX
100316904,SAP25
7049,TGBR3
6737,RO52
10875,FGL2
7091,TLE4
3587,I10R1
3029,GLO2
1112,FOXN3
1667,DEF1
3553,IL1B
23092,RHG26
9744,ACAP1
8843,HCAR3
9997,SCO2
3937,LCP2
2533,FYB1
1675,CFAD
22848,AAK1
9488,PIGB
916,CD3E
3001,GRAA
10578,GNLY
6947,TCO1
366,AQP9
5305,PI42A
978,CDD
313,AOAH
8638,OASL
23765,I17RA
683,BST1
925,CD8A
8631,SKAP1
3575,IL7RA
80342,T3JAM
9172,MYOM2
914,CD2
6283,S10AC
6583,S22A4
3848,K2C1
3046,HBE
8875,VNN2
3570,IL6RA
8832,SLAF5
1576,CP3A4
6036,RNAS2
6775,STAT4
5298,PI4KB
154,ADRB2
7409,VAV
8794,TR10C
2352,FOLR3
5199,PROP
5196,PLF4
10261,IGSF6
8698,S1PR4
79867,TECT2
51603,EFNMT
3674,ITA2B
8972,MGA
23643,LY96
3003,GRAK
1088,CEAM8
7504,XK
9750,RIPR2
3759,KCNJ2
3045,HBD
9748,SLK
1831,T22D3
3579,CXCR2
8807,I18RA
3577,CXCR1
29855,UBN1
10152,ABI2
1669,DEF4
2710,GLPK
2994,GLPB
9473,THMS2
30817,AGRE2
7132,TNR1A
29909,GP171
10288,LIRB2
9921,RNF10
11027,LIRA2
2734,GSLG1
3055,HCK
1084,CEAM3
54504,CPVL
8233,U2AFM
3810,KI2S5
23770,FKBP8
8837,CFLAR
10049,DNJB6
1848,DUS6
10482,NXF1
57035,RSRP1
65018,PINK1
51526,OSER1
5863,RGL2
79143,MBOA7
8660,IRS2
2353,FOS
5292,PIM1
7852,CXCR4
6809,STX3
10602,BORG2
837,CASP4
8764,TNR14
306,ANXA3
1116,CH3L1
25901,CC28A
9459,ARHG6
27348,TOR1B
1777,DNS2A
23401,FRAT2
6404,SELPL
10098,TSN5
4778,NFE2
919,CD3Z
1522,CATZ
4066,LYL1
8530,CYTF
3002,GRAB
7096,TLR1
102725035,LIRB3
283489,CHAP1
2999,GRAH
84658,AGRE3
2038,EPB42
2358,FPR2
5329,UPAR
171558,PTCRA
3702,ITK
100132285,KI2S2
212,HEM0
84364,ARFG2
23214,XPO6
23633,IMA7
25777,SUN2
1992,ILEU
5934,RBL2
23351,KHNYN
89910,UBE3B
55251,PCMD2
55544,RBM38
3934,NGAL
997,UB2R1
23258,DEN5A
440026,TM41B
201562,HACD2
23102,TBD2B
256987,SERC5
23492,CBX7
137886,UBX2B
23390,ZDH17
10929,SRSF8
9881,TRNK1
1540,CYLD
22980,TCF25
25907,TM158
915,CD3D
362,AQP5
4494,MT1F
6398,SCTM1
4542,MYO1F
91543,RSAD2
4603,MYBA
4818,NKG7
5473,CXCL7
100142659,CTGE4
8991,SBP1
1521,CATW
3820,KLRB1
54477,PKHA5
25893,TRI58
84830,ADTRP
51324,SPG21
84164,ASCC2
170960,ZN721
8841,HDAC3
25844,YIPF3
3433,IFIT2
6277,S10A6
79188,TMM43
80762,NFIP1
58190,CTDS1
55291,PP6R3
55700,MA7D1
51070,NOSIP
116496,NIBA1
51170,DHB11
60685,ZFAN3
8303,SNN
79137,RETR2
55608,ANR10
51759,TLS1
55177,RMD3
54815,P66A
79042,SEN34
51312,MFRN1
51185,CRBN
65992,DDRGK
80148,S66A2
55365,T176A
54820,NDE1
54994,GID8
50865,HEBP1
79887,PLBL1
79709,GT251
50650,ARHG3
9935,MAFB
55625,ZDHC7
26499,PLEK2
8291,DYSF
22921,MSRB2
10644,IF2B2
54997,CHP3
1486,DIAC
23586,RIGI
64411,ARAP3
25984,K1C23
55281,TM140
79668,PARP8
55303,GIMA4
79618,HMBX1
4482,MSRA
10365,KLF2
